"Game Id","Code","Do you want to see another Scottish independence referendum?","Have recent events changed your view on Scottish independence?","If there was another Scottish independence referendum, how would you vote?","utm_source","utm_medium","utm_term","utm_campaign","Score","Server Time","Date","Time","Browser","Version","Device","IP"
"7C835A81-0C91-A667-A02C-5374FC073133",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,45,"26/06/2016","13:24:48","IE",13,"Desktop","2.121.213.115"
"63591F76-FF1E-9295-7498-F29B162DDB8F",,"Yes","I voted Yes last time and I�d vote No now","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,78,"26/06/2016","01:42:07","Chrome",51,"Desktop","202.63.239.98"
"91BCD871-BF67-9805-1A9D-03BF8FEA3DFF",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,25,"26/06/2016","23:17:51","IE",11,"Desktop","203.114.191.118"
"760629D6-9BE8-35C5-0FC1-056F8267C063",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,35,"26/06/2016","10:23:14","Safari",9,"Mobile","146.198.23.170"
"8346873A-B2C4-CFF1-3D56-0727AE8AD630",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,66,"26/06/2016","16:34:40","Chrome Mobile",44,"Mobile","213.205.253.214"
"73E28280-99CC-47E2-7BCF-6F3E9D8A83D7",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,72,"26/06/2016","09:23:59","Safari",9,"Mobile","217.146.117.139"
"79D4D822-07F4-1755-81BF-A672872B30A4",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,26,"26/06/2016","12:09:45","IE",13,"Desktop","151.226.136.29"
"8DEB9249-A358-32F0-83F6-8E37707C183F",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,17,"26/06/2016","21:31:01","Safari",9,"Mobile","109.151.177.128"
"77038F9F-A876-6C8E-34CA-9B670F664029",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,25,"26/06/2016","10:50:55","Chrome",51,"Desktop","128.0.238.200"
"87FFB0E6-AA69-61EA-9A4E-6F7911B65DDB",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,17,"26/06/2016","18:52:45","Safari",9,"Desktop","38.123.136.254"
"80518378-A14E-39DA-2860-B3B0BAD20B6D",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,123,"26/06/2016","15:12:34","Safari",9,"Mobile","105.228.103.2"
"6D3A4BDB-B57F-9316-FF0C-1ED34FE6FBA5",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,57,"26/06/2016","06:18:12","Safari",9,"Mobile","77.103.126.124"
"775E28AA-DEE2-3C82-4379-CCF35016D26D",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,50,"26/06/2016","11:01:05","Chrome",51,"Desktop","94.195.90.131"
"90D07527-A731-2311-4506-940E012D2456",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,101,"26/06/2016","22:53:21","Safari",9,"Mobile","79.64.80.217"
"6772197D-0908-37CD-29CB-7B11A1545064",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,53,"26/06/2016","03:35:57","Firefox",47,"Desktop","104.53.177.233"
"91FB2B44-C18E-760B-0206-7A2EFB24698F",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,30,"26/06/2016","23:24:55","Safari",9,"Mobile","176.227.134.56"
"81F41B05-91E9-9A2E-7ECD-E463855AE6B6",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,55,"26/06/2016","15:57:06","Chrome",51,"Desktop","81.158.44.149"
"712D493A-D66F-3E97-5702-6F6F3DCB2E72",,"No","I voted Yes last time and I�d vote No now","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,42,"26/06/2016","08:08:06","Safari",9,"Mobile","81.174.177.34"
"875D8F5E-98BD-EE70-ACE2-B0931C6E7947",,"Yes","I voted Yes last time and I�d do the same again","Yes",,,,,0,17,"26/06/2016","18:27:45","Chrome Mobile",38,"Mobile","86.137.244.0"
"79982F70-946B-CBB4-75F3-5D73B4C3A0A7",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,51,"26/06/2016","12:03:16","Safari",9,"Mobile","86.139.180.239"
"8E33A11F-9E04-F116-38A0-6D4CCBF57069",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,39,"26/06/2016","21:39:17","IE",11,"Desktop","195.147.97.206"
"8F6F2F47-B15F-EA7B-FC68-42EC40D4D228",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,39,"26/06/2016","22:13:43","IE",13,"Desktop","86.153.108.181"
"88C08F01-F82C-1C6B-FAA4-31077312396E",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,72,"26/06/2016","19:07:34","Chrome",51,"Desktop","86.153.64.76"
"616CB07E-D4DA-7EE3-6ED7-27BC572410FF",,"Yes","I voted No last time and I�d vote Yes now","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,46,"26/06/2016","01:04:38","Chrome",51,"Desktop","86.172.207.145"
"8FBD4451-B9C3-391D-1339-9DAD05038D7D",,"Yes","I voted No last time and I�d vote Yes now","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,48,"26/06/2016","22:22:32","Chrome",51,"Desktop","86.182.127.96"
"753C2FC0-D1D1-3E72-DEFB-F5788E00590D",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,39,"26/06/2016","10:01:09","Firefox",43,"Desktop","86.184.195.206"
"7F75CBA6-B974-2C7B-F648-05C456C5DF8A",,"No","I voted Yes last time and I�d vote No now","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,45,"26/06/2016","14:47:09","IE",13,"Desktop","86.189.169.247"
"61132388-AEBC-9885-DE19-A4743573DC63",,"Yes","I voted No last time and I�d vote Yes now","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,34,"26/06/2016","00:37:29","Chrome",51,"Desktop","88.108.179.228"
"83FD4679-D419-A78C-682D-62DDB43B71B7",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,37,"26/06/2016","16:53:42","Firefox",47,"Desktop","88.144.125.66"
"6235837E-957E-C9B6-2D67-628444D5C348",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,24,"26/06/2016","01:09:33","Chrome Mobile",44,"Mobile","89.243.205.94"
"6870D693-DE6D-E481-058F-A5D23F9D6A52",,"No","I voted No last time and I�d vote Yes now","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,69,"26/06/2016","04:04:04","Chrome",51,"Mobile","90.27.171.31"
"6B026C6F-DE7D-5731-0FC8-052A2574AD15",,"No","I voted Yes last time and I�d vote No now","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,73,"26/06/2016","05:15:53","Chrome Mobile",51,"Mobile","134.236.75.54"
"68CD900F-CF0D-5A46-4009-FE86D96C52D0",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,160,"26/06/2016","04:15:35","Safari",9,"Mobile","92.98.228.93"
"6C4E4E23-082D-69C2-DF83-9B373483CEB4",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,28,"26/06/2016","05:51:21","Safari",9,"Mobile","69.144.223.82"
"36A1574F-A50F-76ED-AFE1-9580644DD329",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,49,"25/06/2016","04:51:32","Chrome",51,"Desktop","203.218.138.218"
"43871865-A88E-5E29-8B45-F13197343157",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,22,"25/06/2016","10:51:00","IE",13,"Desktop","209.93.246.247"
"4184BC5E-00FB-92BE-673E-19E3FD25D377",,"No","I voted Yes last time and I�d vote No now","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,33,"25/06/2016","09:54:56","IE",11,"Desktop","211.54.136.168"
"471382BD-F73F-0BFC-54FF-4F403910AB1D",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,23,"25/06/2016","12:30:05","Safari",9,"Mobile","151.227.0.114"
"35AE83B5-B8A0-FFD2-4ABA-9AD09325B674",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,54,"25/06/2016","04:24:28","Safari",9,"Mobile","213.104.115.162"
"4502F0CA-A4AF-1A42-09B0-188B350196D5",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,65,"25/06/2016","11:33:16","Firefox",47,"Desktop","213.123.5.8"
"3579CD44-BD69-8553-FD40-DE4E58203CBC",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,20,"25/06/2016","04:18:08","Chrome Mobile",44,"Mobile","213.205.253.164"
"31A3B67C-C4EE-E716-A3FA-2820E6B9A763",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,39,"25/06/2016","02:31:12","Safari",9,"Mobile","124.170.53.107"
"3B773FE8-B2C1-A96C-D54D-06547CDA49A7",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,34,"25/06/2016","07:05:40","Safari",9,"Mobile","151.230.101.40"
"3F9F39F4-BA79-3B69-D4DB-A3675880D221",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,29,"25/06/2016","09:01:56","Chrome Mobile",51,"Mobile","95.144.87.166"
"4BA6C66F-E15C-95A5-160A-079CD5F3E474",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,84,"25/06/2016","14:39:25","Android Browser",44,"Mobile","109.152.44.89"
"2CF32029-C46B-EC04-48CB-1192916BF424",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,62,"25/06/2016","00:20:38","Safari",9,"Mobile","176.227.134.121"
"2C874433-E7CB-A962-44FA-F899D388783D",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,61,"25/06/2016","00:08:32","Safari",9,"Mobile","217.42.213.239"
"48AC8177-0F77-127D-79F0-1C31FA33EF66",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,37,"25/06/2016","13:15:12","Chrome",50,"Mobile","217.46.101.195"
"305CCE55-A709-C70C-0D8C-62069A2FD441",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,38,"25/06/2016","01:55:32","Safari",9,"Mobile","27.32.241.118"
"57586198-F3EC-D687-A268-893C3BC2D5D0",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,50,"25/06/2016","20:05:43","IE",11,"Desktop","31.48.160.50"
"2CFFB292-A084-9D38-EE19-3DE744E72BAC",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,45,"25/06/2016","00:21:41","Safari",9,"Mobile","31.50.101.219"
"5B812499-EF34-211E-2C3A-A330604BAB4A",,"No","I voted Yes last time and I�d vote No now","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,56,"25/06/2016","22:02:12","Safari","8+","Mobile","31.50.125.124"
"35E937FA-EBF0-C6B3-EE5C-8D12606C6D41",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,11,"25/06/2016","04:30:09","IE",11,"Desktop","31.54.66.219"
"40269194-AFF7-6C56-2175-6C67ADF798FF",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,39,"25/06/2016","09:16:53","IE",13,"Desktop","176.227.134.214"
"5C3C6752-E1A0-141A-458E-6BEE7D61D5E3",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,23,"25/06/2016","22:21:54","Chrome Mobile",44,"Mobile","5.80.143.121"
"2D7535CB-9A93-AF9B-2BCE-554AEAF23F84",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,46,"25/06/2016","00:34:23","IE",13,"Desktop","62.175.176.110"
"3EBC0E71-B8CE-A73A-3701-71D5405B042A",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,36,"25/06/2016","08:37:09","Chrome Mobile",51,"Mobile","62.209.8.175"
"2CBB38A6-E312-0F0E-4210-9A05EDFFF640",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,30,"25/06/2016","00:13:50","Safari",9,"Mobile","62.28.177.90"
"54FF5E87-B81F-DE09-826F-094B12AB4FB2",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,21,"25/06/2016","18:59:23","Chrome",51,"Desktop","109.155.5.104"
"537FF035-9AEC-9882-81C7-EFC0AA27A514",,"Yes","I voted No last time and I�d vote Yes now","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,46,"25/06/2016","18:18:01","Safari",9,"Mobile","70.67.96.197"
"3A47AE9D-937E-64B2-D4EE-696D12C2C18A",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,63,"25/06/2016","06:33:19","Safari",9,"Mobile","71.52.14.113"
"2E1C37B5-C74B-32C6-50A8-56C963953D78",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,35,"25/06/2016","00:52:26","Chrome",51,"Desktop","76.27.254.248"
"57A9DEE7-93A6-9B84-7F6D-8D124A8954C1",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,33,"25/06/2016","20:14:12","Chrome",51,"Desktop","176.248.2.228"
"3E5FB169-C6CB-FF0E-159B-8B8DC5DCA214",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,46,"25/06/2016","08:27:20","IE",11,"Desktop","78.129.189.2"
"345172CB-C753-7252-DE04-73D6A9049E18",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,164,"25/06/2016","03:49:39","BlackBerry Browser",,"Mobile","78.144.207.52"
"4C64E4F1-ADC7-6D7F-D771-CD071F7B9137",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,41,"25/06/2016","14:59:13","Chrome Mobile",51,"Mobile","176.27.157.33"
"435AA3AC-058B-EFEA-18A7-91309CF67E1F",,"Yes","I voted No last time and I�d vote Yes now","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,21,"25/06/2016","10:46:27","Firefox",47,"Desktop","78.51.101.218"
"51117A82-F46B-DCDF-27B0-CB2568BEB0A2",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,67,"25/06/2016","17:10:18","Safari",8,"Mobile","79.107.94.226"
"372980C5-FDE8-281A-FCC5-8EDFC6F8FFBB",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,41,"25/06/2016","05:05:48","Chrome",51,"Desktop","176.52.175.8"
"42D5AC24-E83E-80C6-6C56-AE80617A0C67",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,57,"25/06/2016","10:32:09","IE",13,"Desktop","79.64.82.219"
"4F8F18FE-04DA-15BF-D104-D083AA0C191E",,"No","I voted Yes last time and I�d vote No now","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,80,"25/06/2016","16:28:19","Safari",9,"Mobile","79.67.22.132"
"3EA71A4E-B07E-5A95-9D20-5B7CD6CA93FD",,"No","I voted No last time and I�d do the same again","Undecided","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,75,"25/06/2016","08:35:26","Safari",9,"Mobile","79.67.29.185"
"44E4369D-9FD5-5C54-024F-C2AB99DA739A",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,21,"25/06/2016","11:29:04","Chrome",51,"Desktop","80.234.238.179"
"4A53ECE8-EEFC-40F4-CDAF-3E0DFF73643F",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,31,"25/06/2016","14:01:16","IE",11,"Desktop","81.107.251.83"
"3CB1AA6A-B0C2-759F-3C2E-02139B9BA52C",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,123,"25/06/2016","07:41:42","Chrome",51,"Desktop","81.129.65.116"
"59CBA1B3-AE55-218C-3012-88006CB0CCAF",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,124,"25/06/2016","21:15:37","IE",11,"Desktop","81.134.81.28"
"507E6671-ECA7-370C-6A5D-6422D823F424",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,42,"25/06/2016","16:53:44","Chrome",51,"Desktop","185.127.156.18"
"43E52263-AEE1-97E4-8E76-7DDC549A488A",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,37,"25/06/2016","11:01:33","Chrome Mobile",51,"Mobile","188.221.41.242"
"2E2EC088-F8FC-1465-5372-CC718A5520DE",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,38,"25/06/2016","00:54:35","Safari",9,"Mobile","81.157.220.18"
"5356E32F-9D7E-0049-DD15-367BD1C781E4",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,22,"25/06/2016","18:13:12","Firefox",47,"Desktop","81.158.109.169"
"3D02CD7B-B110-E5B2-1EED-AA2A2141A03C",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,36,"25/06/2016","07:48:56","Safari",9,"Mobile","188.221.41.243"
"405BF626-900C-1C44-15C4-FB638734E8B9",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,47,"25/06/2016","09:22:56","Chrome",51,"Mobile","81.158.47.94"
"2F729239-FF06-508E-07E5-8C909C2D493B",,"Yes","I voted Yes last time and I�d do the same again","Yes","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,21,"25/06/2016","01:29:43","IE",13,"Desktop","81.158.85.187"
"33A404C4-98DA-3AB6-AA7D-7ACC556108AE",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,257,"25/06/2016","03:31:14","Chrome",51,"Desktop","81.159.121.198"
"3250686F-DE42-CF44-BC57-E93BE03CFADF",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,74,"25/06/2016","02:50:39","Firefox",47,"Desktop","81.159.187.84"
"34DBF900-9CE1-19DB-D06C-89B8AC003BA5",,"No","I voted Yes last time and I�d vote No now","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,59,"25/06/2016","04:02:34","IE",11,"Desktop","81.168.12.29"
"4AD24243-98EF-4888-2C6C-77AA461FF705",,"No","I voted No last time and I�d do the same again","Our country is split. I don't want another referendum","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,103,"25/06/2016","14:16:23","Chrome",51,"Desktop","194.105.176.249"
"3DC60970-D1B9-5B7E-23A2-3937F72B95EE",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,57,"25/06/2016","08:11:29","Safari",9,"Mobile","81.32.89.168"
"53CA8F40-0991-532F-4943-BA384E9ABC1F",,"No","I voted No last time and I�d do the same again","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,32,"25/06/2016","18:25:56","Safari",9,"Mobile","82.132.220.76"
"2CD89D33-E113-C397-8D72-62C0645E1FD2",,"No","I voted Yes last time and I�d vote No now","No","Sailthru","email","Press20and20Journal20-20Newsletter","Referendum20poll20PJ",0,58,"25/06/2016","00:17:41","Safari",9,"Mobile","82.132.223.183"
